,Model,Precision,Recall,F1-Score,Accuracy,Method,Prompt_Version,Query_Template,Examples_Method,Temperature
1484,GEMMA2-2B,0.5806,0.6349,0.5052,0.5228,many-shot,2,1,2,0.0
1485,GEMMA2-2B,0.5812,0.634,0.5046,0.5218,many-shot,2,1,2,0.2
1486,GEMMA2-2B,0.5639,0.6218,0.5012,0.5188,many-shot,2,1,2,1.0
1487,GEMMA2-2B,0.5631,0.6462,0.5005,0.503,one-shot,1,1,1,0.0
1488,PHI3_MEDIUM,0.6581,0.497,0.5003,0.6692,zero-shot,3,2,,0.5
1489,GEMMA2-2B,0.5598,0.6436,0.4992,0.5013,one-shot,1,1,1,0.2
1490,PHI3_MEDIUM,0.6946,0.499,0.4978,0.6454,many-shot,3,2,1,0.2
1491,PHI3_MEDIUM,0.8097,0.5008,0.4957,0.646,one-shot,3,2,1,0.2
1492,GEMMA2-2B,0.5557,0.6389,0.4954,0.497,one-shot,1,1,1,0.5
1493,GEMMA2-2B,0.566,0.6224,0.4953,0.5137,many-shot,2,1,2,0.5
1494,GEMMA2-2B,0.5618,0.6448,0.4952,0.5056,one-shot,2,1,1,0.5
1495,GEMMA2-2B,0.5551,0.6423,0.4934,0.5035,one-shot,2,1,1,0.0
1496,GEMMA2-2B,0.5573,0.6446,0.4931,0.503,one-shot,2,1,1,0.2
1497,GEMMA2-2B,0.5517,0.6337,0.492,0.4938,one-shot,1,1,1,1.0
1498,GEMMA2-2B,0.5586,0.6313,0.4844,0.4997,few-shot,1,1,2,0.5
1499,GEMMA2-2B,0.5449,0.6303,0.4843,0.4949,one-shot,2,1,1,1.0
1500,GEMMA2-2B,0.5574,0.628,0.4785,0.4949,few-shot,1,1,2,0.0
1501,GEMMA2-2B,0.5561,0.6277,0.4783,0.4949,few-shot,1,1,2,0.2
1502,GEMMA2-2B,0.5632,0.5983,0.4778,0.489,few-shot,2,1,2,0.5
1503,GEMMA2-2B,0.5468,0.6266,0.4768,0.4906,few-shot,1,1,2,1.0
1504,PHI3_MEDIUM,0.6994,0.4776,0.4752,0.631,few-shot,3,2,1,0.2
1505,GEMMA2-2B,0.5652,0.5914,0.4719,0.4847,few-shot,2,1,2,0.0
1506,GEMMA2-2B,0.5616,0.59,0.4701,0.482,few-shot,2,1,2,0.2
1507,LLAMA3.2_3B,0.5379,0.5911,0.4658,0.4831,one-shot,2,2,1,0.5
1508,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,many-shot,3,2,1,0.0
1509,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,one-shot,3,2,1,0.0
1510,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,zero-shot,3,2,,0.0
1511,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,few-shot,3,2,1,0.0
1512,PHI3_MEDIUM,0.7316,0.4659,0.4649,0.6379,zero-shot,3,2,,0.2
1513,LLAMA3.2_3B,0.5444,0.5978,0.4646,0.4831,one-shot,2,2,1,0.0
1514,LLAMA3.2_3B,0.5431,0.5981,0.4644,0.4841,one-shot,2,2,1,0.2
1515,LLAMA3.2_3B,0.5504,0.6294,0.4642,0.4825,one-shot,1,2,1,0.0
1516,LLAMA3.2_3B,0.5378,0.612,0.4631,0.4771,one-shot,1,2,1,1.0
1517,LLAMA3.2_3B,0.5493,0.6297,0.463,0.4804,one-shot,1,2,1,0.2
1518,LLAMA3.2_3B,0.5512,0.6164,0.4599,0.4774,one-shot,1,2,1,0.5
1519,GEMMA2-2B,0.5182,0.5737,0.4583,0.4702,few-shot,2,1,2,1.0
1520,LLAMA3.2_1B,0.4498,0.4633,0.4544,0.4847,few-shot,1,1,2,0.2
1521,LLAMA3.2_3B,0.5148,0.5721,0.4517,0.4712,one-shot,2,2,1,1.0
1522,GEMMA2-2B,0.549,0.6278,0.4477,0.4637,many-shot,1,1,1,0.5
1523,GEMMA2-2B,0.5458,0.6205,0.4475,0.461,many-shot,1,1,1,1.0
1524,LLAMA3.2_1B,0.4421,0.4571,0.4468,0.4777,few-shot,1,1,2,0.5
1525,LLAMA3.2_3B,0.5965,0.4601,0.4452,0.578,zero-shot,2,1,,0.5
1526,LLAMA3.2_1B,0.4397,0.4548,0.4446,0.4734,few-shot,1,1,2,0.0
1527,GEMMA2-2B,0.5542,0.6301,0.4429,0.461,many-shot,1,1,1,0.0
1528,LLAMA3.2_3B,0.6679,0.4528,0.4411,0.5906,zero-shot,2,1,,0.2
1529,GEMMA2-2B,0.5455,0.6248,0.4398,0.4572,many-shot,1,1,1,0.2
1530,LLAMA3.2_3B,0.6656,0.453,0.4398,0.5892,zero-shot,2,1,,0.0
1531,GEMMA2-2B,0.5122,0.6011,0.4382,0.4634,many-shot,2,1,1,1.0
1532,LLAMA3.2_1B,0.4292,0.4492,0.434,0.4611,few-shot,1,1,2,1.0
1533,LLAMA3.2_3B,0.5311,0.4436,0.4332,0.5584,zero-shot,2,1,,1.0
1534,GEMMA2-2B,0.5289,0.6131,0.4331,0.4629,many-shot,2,1,1,0.2
1535,GEMMA2-2B,0.5237,0.6087,0.4328,0.4613,many-shot,2,1,1,0.5
1536,LLAMA3.2_1B,0.5274,0.4327,0.4304,0.576,many-shot,1,1,2,0.2
1537,GEMMA2-2B,0.5274,0.6116,0.4301,0.4613,many-shot,2,1,1,0.0
1538,LLAMA3.2_1B,0.4426,0.4135,0.4245,0.4505,one-shot,2,1,1,0.0
1539,GEMMA2-2B,0.5391,0.6246,0.4242,0.4481,few-shot,1,1,1,0.0
1540,LLAMA3.2_1B,0.5214,0.4278,0.4242,0.5755,many-shot,1,1,2,0.0
1541,GEMMA2-2B,0.547,0.6234,0.4237,0.4481,few-shot,1,1,1,0.5
1542,GEMMA2-2B,0.5329,0.6239,0.4229,0.4471,few-shot,1,1,1,0.2
1543,LLAMA3.2_1B,0.4733,0.4215,0.421,0.5588,many-shot,1,1,2,0.5
1544,LLAMA3.2_1B,0.4714,0.5183,0.4192,0.4256,one-shot,3,2,2,0.2
1545,GEMMA2-2B,0.5182,0.6138,0.4188,0.4406,few-shot,1,1,1,1.0
1546,LLAMA3.2_1B,0.432,0.4088,0.4186,0.4376,one-shot,2,1,1,0.2
1547,GEMMA2-2B,0.5291,0.6144,0.4173,0.4492,few-shot,2,1,1,1.0
1548,LLAMA3.2_1B,0.4365,0.4146,0.4161,0.5246,many-shot,1,1,2,1.0
1549,LLAMA3.2_1B,0.4748,0.5353,0.416,0.4224,one-shot,3,2,2,0.0
1550,GEMMA2-2B,0.5384,0.6199,0.4122,0.4487,few-shot,2,1,1,0.0
1551,GEMMA2-2B,0.5361,0.6191,0.4107,0.4481,few-shot,2,1,1,0.2
1552,GEMMA2-2B,0.5026,0.6094,0.4044,0.4406,few-shot,2,1,1,0.5
1553,LLAMA3.2_1B,0.4932,0.5473,0.4032,0.4113,few-shot,3,2,2,0.5
1554,LLAMA3.2_1B,0.508,0.5638,0.4028,0.4134,few-shot,3,2,2,0.0
1555,LLAMA3.2_1B,0.5044,0.5603,0.4018,0.4129,few-shot,3,2,2,0.2
1556,LLAMA3.2_1B,0.4808,0.5354,0.3994,0.4062,few-shot,3,2,2,1.0
1557,LLAMA3.2_1B,0.4721,0.5606,0.3914,0.4043,few-shot,2,2,2,0.2
1558,LLAMA3.2_1B,0.4522,0.3963,0.3892,0.5102,zero-shot,2,1,,0.2
1559,LLAMA3.2_1B,0.3879,0.3867,0.3866,0.4126,one-shot,2,1,1,0.5
1560,LLAMA3.2_1B,0.3839,0.3865,0.3851,0.4413,zero-shot,2,1,,1.0
1561,LLAMA3.2_1B,0.4272,0.4762,0.385,0.3907,one-shot,3,2,2,0.5
1562,LLAMA3.2_1B,0.4174,0.4539,0.3831,0.389,one-shot,3,2,2,1.0
1563,LLAMA3.2_1B,0.4712,0.3959,0.3831,0.5207,zero-shot,2,1,,0.0
1564,LLAMA3.2_1B,0.4614,0.549,0.3823,0.3946,few-shot,2,2,2,0.0
1565,LLAMA3.2_1B,0.4515,0.473,0.3777,0.3908,many-shot,3,2,1,0.2
1566,LLAMA3.2_1B,0.4656,0.466,0.3765,0.4087,many-shot,3,2,1,0.0
1567,LLAMA3.2_1B,0.3776,0.3874,0.3746,0.4521,few-shot,2,1,1,1.0
1568,LLAMA3.2_1B,0.3682,0.3989,0.373,0.3964,many-shot,2,1,1,0.2
1569,LLAMA3.2_1B,0.4835,0.5708,0.3717,0.4052,many-shot,3,2,2,0.2
1570,LLAMA3.2_1B,0.5023,0.5748,0.3714,0.4068,many-shot,3,2,2,0.0
1571,LLAMA3.2_1B,0.4485,0.4124,0.3706,0.5398,few-shot,2,1,1,0.0
1572,LLAMA3.2_1B,0.3961,0.4268,0.3705,0.3817,few-shot,1,1,1,1.0
1573,LLAMA3.2_1B,0.366,0.3913,0.3703,0.3932,many-shot,2,1,1,0.5
1574,LLAMA3.2_1B,0.442,0.5168,0.3703,0.3778,few-shot,2,2,2,0.5
1575,LLAMA3.2_1B,0.3649,0.3998,0.3691,0.3931,many-shot,2,1,1,0.0
1576,LLAMA3.2_1B,0.4901,0.5766,0.3666,0.4081,many-shot,2,2,2,0.0
1577,LLAMA3.2_1B,0.4772,0.5467,0.3642,0.3955,many-shot,3,2,2,0.5
1578,LLAMA3.2_1B,0.4374,0.4024,0.3637,0.5299,few-shot,2,1,1,0.2
1579,LLAMA3.2_1B,0.3834,0.3632,0.3631,0.4663,zero-shot,2,1,,0.5
1580,LLAMA3.2_1B,0.4167,0.48,0.3623,0.36,few-shot,3,2,1,0.2
1581,LLAMA3.2_1B,0.4289,0.4738,0.3604,0.3691,few-shot,1,1,1,0.2
1582,LLAMA3.2_1B,0.3988,0.3857,0.359,0.5019,few-shot,2,1,1,0.5
1583,LLAMA3.2_1B,0.4851,0.5546,0.359,0.3785,few-shot,1,2,2,0.0
1584,LLAMA3.2_1B,0.4819,0.5574,0.358,0.3973,many-shot,2,2,2,0.2
1585,LLAMA3.2_1B,0.4657,0.524,0.3574,0.3704,few-shot,1,2,2,1.0
1586,LLAMA3.2_1B,0.3975,0.4531,0.3572,0.3624,few-shot,1,1,1,0.5
1587,LLAMA3.2_1B,0.4352,0.5173,0.357,0.3794,many-shot,3,2,2,1.0
1588,LLAMA3.2_1B,0.4797,0.5453,0.357,0.3763,few-shot,1,2,2,0.2
1589,LLAMA3.2_1B,0.3967,0.3624,0.3563,0.4909,few-shot,2,1,2,1.0
1590,LLAMA3.2_1B,0.3572,0.3661,0.3561,0.3873,one-shot,2,1,1,1.0
1591,LLAMA3.2_1B,0.4182,0.4782,0.3553,0.3615,few-shot,2,2,2,1.0
1592,LLAMA3.2_1B,0.3544,0.3727,0.354,0.381,many-shot,2,1,1,1.0
1593,LLAMA3.2_1B,0.4691,0.5394,0.3539,0.3708,few-shot,1,2,2,0.5
1594,LLAMA3.2_1B,0.4852,0.5764,0.3537,0.4027,many-shot,1,2,2,0.0
1595,LLAMA3.2_1B,0.4444,0.4084,0.3527,0.3571,few-shot,3,2,1,0.0
1596,LLAMA3.2_1B,0.4135,0.3713,0.3513,0.5135,many-shot,2,1,2,1.0
1597,LLAMA3.2_1B,0.4799,0.5669,0.3477,0.3962,many-shot,1,2,2,0.2
1598,LLAMA3.2_1B,0.4448,0.5336,0.3465,0.3835,many-shot,2,2,2,0.5
1599,LLAMA3.2_1B,0.4234,0.4664,0.346,0.3594,few-shot,1,1,1,0.0
1600,LLAMA3.2_1B,0.4794,0.5418,0.3399,0.3778,one-shot,2,2,2,0.0
1601,LLAMA3.2_1B,0.4709,0.545,0.3368,0.3842,many-shot,1,2,2,0.5
1602,LLAMA3.2_1B,0.3677,0.4179,0.3293,0.3392,few-shot,3,2,1,0.5
1603,LLAMA3.2_1B,0.5244,0.5355,0.3289,0.3514,one-shot,1,2,2,0.0
1604,LLAMA3.2_1B,0.4807,0.5161,0.3289,0.3638,one-shot,2,2,2,0.2
1605,LLAMA3.2_1B,0.4702,0.368,0.3239,0.5336,many-shot,2,1,2,0.5
1606,LLAMA3.2_1B,0.355,0.3675,0.3232,0.3455,one-shot,1,1,2,1.0
1607,LLAMA3.2_1B,0.363,0.3786,0.3195,0.332,many-shot,3,2,1,0.5
1608,LLAMA3.2_1B,0.3827,0.3879,0.3193,0.3546,one-shot,1,1,2,0.5
1609,LLAMA3.2_1B,0.4094,0.3457,0.3189,0.4997,few-shot,2,1,2,0.5
1610,LLAMA3.2_1B,0.3903,0.4604,0.3181,0.3407,many-shot,2,2,2,1.0
1611,LLAMA3.2_1B,0.3254,0.3207,0.3178,0.3955,one-shot,2,1,2,1.0
1612,LLAMA3.2_1B,0.5006,0.5142,0.3163,0.338,one-shot,1,2,2,0.2
1613,LLAMA3.2_1B,0.4187,0.4574,0.3139,0.3353,one-shot,2,2,2,0.5
1614,LLAMA3.2_1B,0.3681,0.3705,0.3112,0.3121,one-shot,1,2,1,1.0
1615,LLAMA3.2_1B,0.3328,0.3184,0.311,0.4068,one-shot,2,1,2,0.5
1616,LLAMA3.2_1B,0.3552,0.3507,0.3097,0.3581,one-shot,3,2,1,1.0
1617,LLAMA3.2_1B,0.3834,0.4066,0.309,0.3197,one-shot,2,2,2,1.0
1618,LLAMA3.2_1B,0.3366,0.3571,0.3066,0.3715,zero-shot,3,2,,1.0
1619,LLAMA3.2_1B,0.4111,0.4888,0.3064,0.3459,many-shot,1,2,2,1.0
1620,LLAMA3.2_1B,0.3354,0.3518,0.3061,0.3154,many-shot,3,2,1,1.0
1621,LLAMA3.2_1B,0.3634,0.5037,0.304,0.3326,one-shot,1,1,1,0.0
1622,LLAMA3.2_1B,0.43,0.3523,0.3038,0.5234,few-shot,2,1,2,0.0
1623,LLAMA3.2_1B,0.4116,0.348,0.3038,0.5148,few-shot,2,1,2,0.2
1624,LLAMA3.2_1B,0.3274,0.3487,0.3038,0.413,zero-shot,2,2,,1.0
1625,LLAMA3.2_1B,0.4167,0.3964,0.3028,0.3509,one-shot,1,1,2,0.0
1626,LLAMA3.2_1B,0.3502,0.3172,0.3026,0.4272,one-shot,2,1,2,0.2
1627,LLAMA3.2_1B,0.3669,0.3812,0.3017,0.3052,one-shot,2,2,1,1.0
1628,LLAMA3.2_1B,0.357,0.3869,0.3011,0.3003,many-shot,1,1,1,1.0
1629,LLAMA3.2_1B,0.4064,0.41,0.3002,0.2935,many-shot,1,1,1,0.5
1630,LLAMA3.2_1B,0.3536,0.3545,0.2996,0.3108,zero-shot,1,2,,1.0
1631,LLAMA3.2_1B,0.3649,0.4924,0.2992,0.3271,one-shot,1,1,1,0.2
1632,LLAMA3.2_1B,0.3981,0.4192,0.2987,0.3363,one-shot,3,2,1,0.5
1633,LLAMA3.2_1B,0.3878,0.3727,0.298,0.3236,zero-shot,1,2,,0.5
1634,LLAMA3.2_1B,0.391,0.3829,0.297,0.3439,one-shot,1,1,2,0.2
1635,LLAMA3.2_1B,0.3692,0.3119,0.2969,0.4288,one-shot,2,1,2,0.0
1636,LLAMA3.2_1B,0.3759,0.3765,0.2949,0.3834,zero-shot,3,2,,0.5
1637,LLAMA3.2_1B,0.4529,0.4796,0.2919,0.3138,one-shot,1,2,2,0.5
1638,LLAMA3.2_1B,0.3887,0.4015,0.2883,0.3043,one-shot,2,2,1,0.5
1639,LLAMA3.2_1B,0.3591,0.3567,0.2867,0.2847,one-shot,1,2,1,0.5
1640,LLAMA3.2_1B,0.4986,0.3542,0.283,0.5379,many-shot,2,1,2,0.0
1641,LLAMA3.2_1B,0.361,0.4051,0.2824,0.2966,one-shot,1,1,1,1.0
1642,LLAMA3.2_1B,0.4375,0.4506,0.2824,0.2998,one-shot,1,2,2,1.0
1643,LLAMA3.2_1B,0.4806,0.3499,0.2811,0.533,many-shot,2,1,2,0.2
1644,LLAMA3.2_1B,0.3475,0.4375,0.28,0.3094,one-shot,1,1,1,0.5
1645,LLAMA3.2_1B,0.346,0.3329,0.2786,0.4217,zero-shot,2,2,,0.5
1646,LLAMA3.2_1B,0.2982,0.3127,0.2766,0.2941,few-shot,3,2,1,1.0
1647,LLAMA3.2_1B,0.207,0.4404,0.2752,0.3201,one-shot,2,2,1,0.0
1648,LLAMA3.2_1B,0.2156,0.3904,0.2738,0.3595,zero-shot,3,2,,0.0
1649,LLAMA3.2_1B,0.4037,0.3926,0.2725,0.2634,many-shot,1,1,1,0.2
1650,LLAMA3.2_1B,0.391,0.3318,0.2695,0.4457,zero-shot,2,2,,0.2
1651,LLAMA3.2_1B,0.2156,0.3689,0.2682,0.367,zero-shot,3,2,,0.2
1652,LLAMA3.2_1B,0.4136,0.4146,0.2679,0.3046,one-shot,2,2,1,0.2
1653,LLAMA3.2_1B,0.5741,0.4009,0.2642,0.35,few-shot,2,2,1,0.0
1654,LLAMA3.2_1B,0.5528,0.3252,0.2624,0.4566,zero-shot,2,2,,0.0
1655,LLAMA3.2_1B,0.4012,0.3915,0.2622,0.2543,many-shot,1,1,1,0.0
1656,LLAMA3.2_1B,0.3648,0.3904,0.2621,0.2968,few-shot,2,2,1,1.0
1657,LLAMA3.2_1B,0.5423,0.4025,0.2618,0.3427,few-shot,2,2,1,0.2
1658,LLAMA3.2_1B,0.4011,0.4049,0.2617,0.3196,few-shot,2,2,1,0.5
1659,LLAMA3.2_1B,0.3694,0.3597,0.2614,0.2549,one-shot,1,2,1,0.2
1660,LLAMA3.2_1B,0.3585,0.344,0.2611,0.314,zero-shot,1,1,,1.0
1661,LLAMA3.2_1B,0.1899,0.4081,0.2528,0.2917,few-shot,1,2,1,0.0
1662,LLAMA3.2_1B,0.3327,0.3251,0.251,0.2717,many-shot,1,2,1,1.0
1663,LLAMA3.2_1B,0.3768,0.3682,0.2497,0.2427,one-shot,1,2,1,0.0
1664,LLAMA3.2_1B,0.4272,0.3739,0.2486,0.2946,zero-shot,1,2,,0.2
1665,LLAMA3.2_1B,0.3323,0.3941,0.2476,0.2737,few-shot,1,2,1,0.5
1666,LLAMA3.2_1B,0.348,0.3557,0.2475,0.2586,few-shot,1,2,1,1.0
1667,LLAMA3.2_1B,0.3427,0.335,0.2419,0.2654,many-shot,2,2,1,1.0
1668,LLAMA3.2_1B,0.3496,0.3908,0.2414,0.2747,few-shot,1,2,1,0.2
1669,LLAMA3.2_1B,0.3647,0.3425,0.235,0.2935,many-shot,1,2,1,0.5
1670,LLAMA3.2_1B,0.3739,0.3521,0.221,0.2927,many-shot,2,2,1,0.5
1671,LLAMA3.2_1B,0.4815,0.3503,0.2178,0.2585,zero-shot,1,2,,0.0
1672,LLAMA3.2_1B,0.3645,0.3298,0.2096,0.3026,zero-shot,1,1,,0.5
1673,LLAMA3.2_1B,0.3257,0.3806,0.2027,0.2418,one-shot,3,2,1,0.2
1674,LLAMA3.2_1B,0.2367,0.3249,0.184,0.3043,many-shot,1,2,1,0.2
1675,LLAMA3.2_1B,0.3979,0.3552,0.1799,0.2103,one-shot,3,2,1,0.0
1676,LLAMA3.2_1B,0.2216,0.336,0.1767,0.2746,many-shot,2,2,1,0.2
1677,LLAMA3.2_1B,0.3992,0.3292,0.1723,0.3034,zero-shot,1,1,,0.2
1678,LLAMA3.2_1B,0.2975,0.3285,0.17,0.3156,many-shot,1,2,1,0.0
1679,LLAMA3.2_1B,0.2319,0.3235,0.1614,0.2978,zero-shot,1,1,,0.0
1680,LLAMA3.2_1B,0.2114,0.3284,0.1607,0.288,many-shot,2,2,1,0.0
